subid,trial,person,role,target,rep_num,age,experiment,utterance,correct,director
15,31,child,director,I1,4,4,adult-child,the one that's holding the triangle,TRUE,child
15,31,parent,matcher,I1,4,4,adult-child,the jumper? or the one that's holding the triangle,TRUE,child
15,32,parent,director,E1,4,4,adult-child,the one that's jumping,TRUE,parent
15,33,child,director,H1,4,4,adult-child,this one he's standing still,TRUE,child
15,33,parent,matcher,H1,4,4,adult-child,"is he laying down, or is he holding and standing still",TRUE,child
15,34,child,matcher,F1,4,4,adult-child,NA,TRUE,parent
15,34,parent,director,F1,4,4,adult-child,"the one that has his hands in the air the one that's standing up Don't pick the one that's just walking, pick the one that's excited",TRUE,parent
15,35,child,director,B1,4,4,adult-child,this one with the hat,FALSE,child
15,36,child,matcher,K1,4,4,adult-child,NA,TRUE,parent
15,36,parent,director,K1,4,4,adult-child,the guy with the hat,TRUE,parent
15,37,child,director,G1,4,4,adult-child,the one that's laying down on the floor,FALSE,child
15,37,parent,matcher,G1,4,4,adult-child,NA,FALSE,child
15,38,child,matcher,D1,4,4,adult-child,NA,TRUE,parent
15,38,parent,director,D1,4,4,adult-child,the one that's laying down on the floor,TRUE,parent
15,39,child,director,C1,4,4,adult-child,the one that's laying down on the floor in a square,TRUE,child
15,40,parent,director,A1,4,4,adult-child,the one that's walking,TRUE,parent
16,1,child,matcher,E1,1,4,adult-child,NA,TRUE,parent
16,1,parent,director,E1,1,4,adult-child,It looks like a person jumping it's got a diamond head and triangle,TRUE,parent
16,2,child,director,D1,1,4,adult-child,It looks like That it looks like there's a triangle top square top No I mean square top not a triangle one,FALSE,child
16,2,parent,matcher,D1,1,4,adult-child,A triangle top and a square top Are they together,FALSE,child
16,3,parent,director,G1,1,4,adult-child,OK this one looks like A rocketship with a square on top,TRUE,parent
16,4,child,director,K1,1,4,adult-child,It looks like airplane with a triangle on top,FALSE,child
16,4,parent,matcher,K1,1,4,adult-child,Is it like the last one that you did It's different,FALSE,child
16,5,child,matcher,F1,1,4,adult-child,NA,TRUE,parent
16,5,parent,director,F1,1,4,adult-child,It's the one from last time Is that the one from last time OK,TRUE,parent
16,6,child,director,A1,1,4,adult-child,It looks like a person dancing,TRUE,child
16,6,parent,matcher,A1,1,4,adult-child,NA,TRUE,child
16,7,parent,director,I1,1,4,adult-child,This looks like somebody holding a triangle,TRUE,parent
16,8,child,director,H1,1,4,adult-child,This looks like somebody Has a diamond head on top,TRUE,child
16,8,parent,matcher,H1,1,4,adult-child,A diamond head on top,TRUE,child
16,9,parent,director,B1,1,4,adult-child,This looks like somebody Looking at the ground and walking,TRUE,parent
16,10,child,director,C1,1,4,adult-child,The the the was like a square on that for example feet walking it's legs and feet that's walking and the square it's like this earthquake it's legs and a feet,FALSE,child
16,10,parent,matcher,C1,1,4,adult-child,this isn't look like somebody kneeling on the ground like they're crawling on the ground or like they're jumping in the air,FALSE,child
16,11,child,director,B1,2,4,adult-child,It looks like someone looking at the ground And walking,TRUE,child
16,12,parent,director,H1,2,4,adult-child,This looks like a man with a diamond head,FALSE,parent
16,13,child,director,F1,2,4,adult-child,This looks like somebody holding his arm in the air,TRUE,child
16,13,parent,matcher,F1,2,4,adult-child,Holding his arm in the air,TRUE,child
16,14,parent,director,D1,2,4,adult-child,This looks like an airplane with a square on top,TRUE,parent
16,15,child,director,E1,2,4,adult-child,This looks like somebody like Like this Triangle arms triangle feet And a diamond head,FALSE,child
16,15,parent,matcher,E1,2,4,adult-child,Do they have Triangle arms triangle feet A diamond head,FALSE,child
16,16,child,matcher,C1,2,4,adult-child,NA,TRUE,parent
16,16,parent,director,C1,2,4,adult-child,This looks like somebody crawling around on the ground,TRUE,parent
16,17,child,director,G1,2,4,adult-child,This looks like somebody had a square head and hat,TRUE,child
16,17,parent,matcher,G1,2,4,adult-child,A square head and hat,TRUE,child
16,18,parent,director,K1,2,4,adult-child,This one looks like a dog that jumped up He's got a little triangle tail,TRUE,parent
16,19,child,director,I1,2,4,adult-child,it's this person somebody holding a triangle,TRUE,child
16,19,parent,matcher,I1,2,4,adult-child,Holding a triangle,TRUE,child
16,20,parent,director,A1,2,4,adult-child,This looks like a person running with a diamond head,TRUE,parent
16,21,parent,director,F1,3,4,adult-child,This looks like somebody Who has triangle feet and a square head and holding their arms in the air,TRUE,parent
16,22,child,director,A1,3,4,adult-child,This looks like somebody running with a diamond head,TRUE,child
16,23,parent,director,I1,3,4,adult-child,This is somebody holding a triangle,TRUE,parent
16,24,child,director,K1,3,4,adult-child,This is some a dog jumping in the in the air,TRUE,child
16,25,parent,director,G1,3,4,adult-child,This is like a rocketship touching a square,TRUE,parent
16,26,child,director,H1,3,4,adult-child,This looks like somebody standing on the foots with a diamond head Both feet,TRUE,child
16,26,parent,matcher,H1,3,4,adult-child,Are they standing on both feet or just one foot,TRUE,child
16,27,parent,director,E1,3,4,adult-child,This is Somebody with a diamond head who looks like they're jumping in the air,TRUE,parent
16,28,child,director,C1,3,4,adult-child,This looks like somebody with their feet and legs and square,TRUE,child
16,28,parent,matcher,C1,3,4,adult-child,Are they on the ground,TRUE,child
16,29,parent,director,B1,3,4,adult-child,This one looks like a person with a square head looking at the ground standing,TRUE,parent
16,30,child,director,D1,3,4,adult-child,This looks like somebody crawling on the ground,TRUE,child
16,30,parent,matcher,D1,3,4,adult-child,Crawling on the ground,TRUE,child
16,31,child,director,E1,4,4,adult-child,This looks like somebody jumped like jumping in the air,TRUE,child
16,32,parent,director,D1,4,4,adult-child,This looks like an airplane with a square on top,TRUE,parent
16,33,child,director,I1,4,4,adult-child,This looks like somebody holding a triangle,TRUE,child
16,34,parent,director,A1,4,4,adult-child,This is somebody with a diamond head running,TRUE,parent
16,35,child,director,G1,4,4,adult-child,This looks like some a rocketship touching a square,TRUE,child
16,36,child,matcher,C1,4,4,adult-child,I have somebody with feet on legs and with a square and a diamond head And legs with a square,TRUE,parent
16,36,parent,director,C1,4,4,adult-child,This looks like a person crawling on the ground You don't have a person crawling on the ground Does he have a square head so you have somebody with a diamond head and then somebody with feet the one that looks like it's just legs and feet and a square that one,TRUE,parent
16,37,child,director,F1,4,4,adult-child,This looks like someone wanted to its arms in the air of the square head with triangle feet,TRUE,child
16,38,parent,director,H1,4,4,adult-child,This looks like a person with a diamond head,TRUE,parent
16,39,child,director,B1,4,4,adult-child,This This is the one guy looking at the ground sadly,TRUE,child
16,40,parent,director,K1,4,4,adult-child,This looks like a dog that's jumping up,TRUE,parent
18,1,child,matcher,G1,1,4,adult-child,NA,FALSE,parent
18,1,parent,director,G1,1,4,adult-child,this looks like a person sitting. pick the one that's like a person sitting,FALSE,parent
18,2,child,director,C1,1,4,adult-child,sitting,FALSE,child
18,3,parent,director,F1,1,4,adult-child,this person looks like they've got their hands in the air,TRUE,parent
18,4,child,director,K1,1,4,adult-child,"like, like putting one arm up",TRUE,child
18,5,parent,director,E1,1,4,adult-child,"this one looks like, they're jumping in the air",TRUE,parent
18,6,child,director,D1,1,4,adult-child,"this one means he is, he is falling down",TRUE,child
18,7,parent,director,A1,1,4,adult-child,this one looks like they're running,TRUE,parent
18,8,child,director,B1,1,4,adult-child,"this one means, it is walking",TRUE,child
18,9,parent,director,H1,1,4,adult-child,this one looks like he's sitting reading a book,TRUE,parent
18,10,child,director,I1,1,4,adult-child,this one's standing and reading a book,TRUE,child
18,11,child,director,H1,2,4,adult-child,it looks like he's standing reading a book again,TRUE,child
18,12,child,matcher,I1,2,4,adult-child,NA,TRUE,parent
18,12,parent,director,I1,2,4,adult-child,"this one looks like they're holding a plate, or a bowl",TRUE,parent
18,13,child,director,A1,2,4,adult-child,this one thinks he is running,TRUE,child
18,14,parent,director,C1,2,4,adult-child,this one looks like they're bending down,TRUE,parent
18,15,child,director,E1,2,4,adult-child,this one means he's jumping,TRUE,child
18,16,parent,director,D1,2,4,adult-child,this one looks like he's laying on the ground,TRUE,parent
18,17,child,director,F1,2,4,adult-child,this one thinks he's running and chewing something,TRUE,child
18,17,parent,matcher,F1,2,4,adult-child,NA,TRUE,child
18,18,parent,director,K1,2,4,adult-child,this one looks like they're standing up and leaning over,TRUE,parent
18,19,child,director,G1,2,4,adult-child,this one thinks he's just standing and wait,TRUE,child
18,20,parent,director,B1,2,4,adult-child,"this one looks like he's walking but he's sad, that his head is down",TRUE,parent
18,21,parent,director,H1,3,4,adult-child,this one looks like standing holding something,TRUE,parent
18,22,child,director,B1,3,4,adult-child,this one means he's walking and he's sad,TRUE,child
18,23,parent,director,A1,3,4,adult-child,this one looks like they're skipping,TRUE,parent
18,24,child,director,I1,3,4,adult-child,look like he's standing and not doing nothing,TRUE,child
18,25,child,matcher,F1,3,4,adult-child,NA,TRUE,parent
18,25,parent,director,F1,3,4,adult-child,"this one looks like their legs are split, and they're holding something up in the air",TRUE,parent
18,26,child,director,K1,3,4,adult-child,it looks like he is standing and bending,TRUE,child
18,26,parent,matcher,K1,3,4,adult-child,standing and bending?,TRUE,child
18,27,parent,director,G1,3,4,adult-child,this one looks like they're sitting in a chair,TRUE,parent
18,28,child,director,C1,3,4,adult-child,this one thinks he's bending down,TRUE,child
18,29,parent,director,E1,3,4,adult-child,this one looks like they're jumping in the air,TRUE,parent
18,30,child,director,D1,3,4,adult-child,this one thinks he's laying down,TRUE,child
18,31,child,director,E1,4,4,adult-child,jump,TRUE,child
18,31,parent,matcher,E1,4,4,adult-child,jumping?,TRUE,child
18,32,parent,director,C1,4,4,adult-child,this one looks like they're kneeling on the floor,TRUE,parent
18,33,child,director,F1,4,4,adult-child,"this one thinks he's running, and holding stuff in the air",TRUE,child
18,34,parent,director,K1,4,4,adult-child,this one looks like leaning over a counter,TRUE,parent
18,35,child,director,H1,4,4,adult-child,he looks like he is standing,TRUE,child
18,36,parent,director,D1,4,4,adult-child,this one looks like he's laying on the floor reading a book,TRUE,parent
18,37,child,director,A1,4,4,adult-child,this one thinks he's running,TRUE,child
18,37,parent,matcher,A1,4,4,adult-child,running?,TRUE,child
18,38,parent,director,I1,4,4,adult-child,this one looks like they're holding a bowl,TRUE,parent
18,39,child,director,G1,4,4,adult-child,"this thinks he is standing and, he, I think this one is sitting",TRUE,child
18,39,parent,matcher,G1,4,4,adult-child,sitting?,TRUE,child
18,40,parent,director,B1,4,4,adult-child,this one looks like they're walking slowly and sad,TRUE,parent
20,1,parent,director,B1,1,8,adult-child,so this looks like an image of someone walking with their head tilted down.,TRUE,parent
20,2,child,director,C1,1,8,adult-child,someone doing a crawl pose.,TRUE,child
20,3,parent,director,D1,1,8,adult-child,this looks like someone who is lying on their stomach and reading a book,TRUE,parent
20,4,child,director,E1,1,8,adult-child,it looks like someone flying,TRUE,child
20,5,parent,director,A1,1,8,adult-child,this looks like someone who is running,TRUE,parent
20,6,child,director,I1,1,8,adult-child,this looks like someone holding a bowl,TRUE,child
20,7,parent,director,K1,1,8,adult-child,"this looks like someone bending at their hips, offering something to someone",TRUE,parent
20,8,child,director,G1,1,8,adult-child,this picture has a square for a head. it has a square on the bottom of the picture. heads. and there's a square kind of connecting to the triangle. it has a square head and it looks like they're sitting on a bench,TRUE,child
20,8,parent,matcher,G1,1,8,adult-child,both of them have square heads,TRUE,child
20,9,parent,director,H1,1,8,adult-child,"this looks like someone standing still, holding out their arms, offering something",TRUE,parent
20,10,child,director,F1,1,8,adult-child,this looks like someone doing the splits it looks like someone doing the splits! it has two little triangles for feet. they're going like this,TRUE,child
20,10,parent,matcher,F1,1,8,adult-child,what do they do with their arms?,TRUE,child
20,11,child,director,B1,2,8,adult-child,someone walking somberly,TRUE,child
20,11,parent,matcher,B1,2,8,adult-child,someone walking somberly?,TRUE,child
20,12,parent,director,C1,2,8,adult-child,"ok, this looks like someone who is doing childs pose",TRUE,parent
20,13,child,director,H1,2,8,adult-child,looks like someone preaching at church,TRUE,child
20,14,parent,director,F1,2,8,adult-child,this looks like someone who is doing a dance and throwing her arms up in the air and throwing her head back,TRUE,parent
20,15,child,director,A1,2,8,adult-child,"this looks like someone with a weird, crooked leg Someone with a crooked leg, that's on the floor!",FALSE,child
20,15,parent,matcher,A1,2,8,adult-child,"are they lying down, or running?",FALSE,child
20,16,parent,director,I1,2,8,adult-child,"this looks like a man bending over, offering something",TRUE,parent
20,17,child,director,K1,2,8,adult-child,this looks like there's a triangle on the top of the picture he has a big butt,TRUE,child
20,17,parent,matcher,K1,2,8,adult-child,NA,TRUE,child
20,18,parent,director,E1,2,8,adult-child,"this looks like someone who is jumping in the air, for joy",TRUE,parent
20,19,child,director,D1,2,8,adult-child,this looks like someone who is melting melted,TRUE,child
20,19,parent,matcher,D1,2,8,adult-child,melted onto the ground?,TRUE,child
20,20,parent,director,G1,2,8,adult-child,this looks like someone praying. kneeling down and praying.,TRUE,parent
20,21,parent,director,D1,3,8,adult-child,this looks like someone who's lying down,TRUE,parent
20,22,child,director,I1,3,8,adult-child,this looks like someone with a triangle bowl,TRUE,child
20,23,parent,director,K1,3,8,adult-child,this looks like someone this looks like someone who is subservient and has a pointy bottom,TRUE,parent
20,24,child,director,F1,3,8,adult-child,fun,TRUE,child
20,24,parent,matcher,F1,3,8,adult-child,fun?,TRUE,child
20,25,parent,director,A1,3,8,adult-child,running,TRUE,parent
20,26,child,director,E1,3,8,adult-child,fly,TRUE,child
20,27,parent,director,H1,3,8,adult-child,preaching,TRUE,parent
20,28,child,director,C1,3,8,adult-child,childs,TRUE,child
20,29,parent,director,B1,3,8,adult-child,sad,TRUE,parent
20,30,child,director,G1,3,8,adult-child,"Oh, bench",TRUE,child
20,31,child,director,H1,4,8,adult-child,preach,TRUE,child
20,32,parent,director,G1,4,8,adult-child,pray,TRUE,parent
20,33,child,director,A1,4,8,adult-child,run,TRUE,child
20,34,parent,director,F1,4,8,adult-child,dance,TRUE,parent
20,35,child,director,K1,4,8,adult-child,butt,TRUE,child
20,36,parent,director,I1,4,8,adult-child,serve,TRUE,parent
20,37,child,director,B1,4,8,adult-child,sorrow,TRUE,child
20,38,parent,director,E1,4,8,adult-child,gleeful,TRUE,parent
20,39,child,director,D1,4,8,adult-child,melt his book is and he's trying to find it!,TRUE,child
20,39,parent,matcher,D1,4,8,adult-child,he looks like he's reading a book,TRUE,child
20,40,parent,director,C1,4,8,adult-child,yoga pose.,TRUE,parent
21,1,parent,director,E1,1,8,adult-child,"Okay, the man that's looking like he's leaping in the air",TRUE,parent
21,2,child,director,B1,1,8,adult-child,A one that's bending over,FALSE,child
21,3,parent,director,I1,1,8,adult-child,A man who has a tray in his hand,TRUE,parent
21,4,child,director,G1,1,8,adult-child,A one that's sitting down,TRUE,child
21,5,parent,director,D1,1,8,adult-child,A man - a person who's lying down and reading a book,TRUE,parent
21,6,child,director,C1,1,8,adult-child,A person that's running,FALSE,child
21,7,child,matcher,H1,1,8,adult-child,NA,TRUE,parent
21,7,parent,director,H1,1,8,adult-child,"A person who is praying Oh, praying like in a church, not at the mosque A person who looks like they're holding a book",TRUE,parent
21,8,child,director,A1,1,8,adult-child,"The person that is, like, it's running",TRUE,child
21,9,parent,director,F1,1,8,adult-child,"A person who looks like they're looking up, they're pointing up to the sky",TRUE,parent
21,10,child,director,K1,1,8,adult-child,the one that's swimming swimming,FALSE,child
21,10,parent,matcher,K1,1,8,adult-child,Running?,FALSE,child
21,11,child,director,D1,2,8,adult-child,the one that has a book is praying,FALSE,child
21,11,parent,matcher,D1,2,8,adult-child,NA,FALSE,child
21,12,parent,director,G1,2,8,adult-child,Person who's sitting down,TRUE,parent
21,13,child,director,H1,2,8,adult-child,Person that's running,FALSE,child
21,14,parent,director,B1,2,8,adult-child,Person who is walking contemplatively thoughtfully,TRUE,parent
21,15,child,director,I1,2,8,adult-child,One that's pointing up to the sky,FALSE,child
21,16,parent,director,A1,2,8,adult-child,the one who is running,TRUE,parent
21,17,child,director,F1,2,8,adult-child,The one that looks like a dog With the arrow,FALSE,child
21,18,parent,director,K1,2,8,adult-child,"the one who looks like they're bending over and leaning on something, not running",FALSE,parent
21,19,child,director,E1,2,8,adult-child,"Okay, the one that's jumping up",TRUE,child
21,20,parent,director,C1,2,8,adult-child,The one who is bending over touching the ground,TRUE,parent
21,21,parent,director,I1,3,8,adult-child,"Man holding a tray, a man holding a tray",TRUE,parent
21,22,child,director,B1,3,8,adult-child,person that's sadly walking,TRUE,child
21,23,parent,director,E1,3,8,adult-child,A person who's leaping into the air,TRUE,parent
21,24,child,director,G1,3,8,adult-child,Person that's sitting,TRUE,child
21,25,parent,director,F1,3,8,adult-child,A person who's pointing up to the sky,TRUE,parent
21,26,child,director,C1,3,8,adult-child,A person that's bending,TRUE,child
21,27,parent,director,D1,3,8,adult-child,A person who is lying down and reading a book,TRUE,parent
21,28,child,director,A1,3,8,adult-child,A person holding a tray,FALSE,child
21,29,parent,director,H1,3,8,adult-child,A person who is holding a book,TRUE,parent
21,30,parent,matcher,K1,3,8,adult-child,"A person who's, I mean the dog",TRUE,child
21,31,child,director,H1,4,8,adult-child,the one who's bending over,FALSE,child
21,32,parent,director,B1,4,8,adult-child,The one who's walking slowly sadly,TRUE,parent
21,33,child,director,D1,4,8,adult-child,The one that's running,FALSE,child
21,34,parent,director,A1,4,8,adult-child,One who's running,TRUE,parent
21,35,child,director,F1,4,8,adult-child,The one that's leaping up into the sky,TRUE,child
21,36,parent,director,G1,4,8,adult-child,The one who is sitting Like looking down,TRUE,parent
21,37,child,director,E1,4,8,adult-child,The one that's running,FALSE,child
21,38,child,matcher,K1,4,8,adult-child,NA,TRUE,parent
21,38,parent,director,K1,4,8,adult-child,"The one who looks like, you call it a dog",TRUE,parent
21,39,child,director,I1,4,8,adult-child,The one that has a tray,TRUE,child
21,39,parent,matcher,I1,4,8,adult-child,NA,TRUE,child
21,40,child,matcher,C1,4,8,adult-child,Both of them are bent over,TRUE,parent
21,40,parent,director,C1,4,8,adult-child,the one who is bent over bent over on the ground,TRUE,parent
23,1,parent,director,K1,1,8,adult-child,"it's like the skinniest one, kinda looks like a man holding out his hand",TRUE,parent
23,2,child,director,C1,1,8,adult-child,"looks like someone bowing, bending",TRUE,child
23,3,parent,director,E1,1,8,adult-child,"this looks like, kind of like someone jumping up flying",TRUE,parent
23,4,child,director,A1,1,8,adult-child,this time he's like walking with his head in his hands,TRUE,child
23,5,parent,director,B1,1,8,adult-child,this is like somebody who's walking with his head down like he's sad,TRUE,parent
23,6,child,director,F1,1,8,adult-child,"it's someone running with like, their arms out",TRUE,child
23,7,parent,director,I1,1,8,adult-child,this one looks like somebody's holding a bowl,TRUE,parent
23,8,child,director,D1,1,8,adult-child,NA,TRUE,child
23,9,parent,director,H1,1,8,adult-child,"this is somebody standing up, holding something",TRUE,parent
23,10,child,director,G1,1,8,adult-child,"this is someone sitting and looking down, sad",TRUE,child
23,11,child,director,H1,2,8,adult-child,someone holding a bowl,TRUE,child
23,12,parent,director,D1,2,8,adult-child,this one is laying on the ground,TRUE,parent
23,13,child,director,I1,2,8,adult-child,someone holding a bowl,TRUE,child
23,14,parent,director,A1,2,8,adult-child,"this one's, well, you know, not holding anything and he's kind of skipping",TRUE,parent
23,15,child,director,E1,2,8,adult-child,this one is jumping in the air,TRUE,child
23,16,parent,director,G1,2,8,adult-child,"this one is sitting down, looking down",TRUE,parent
23,17,child,director,B1,2,8,adult-child,This one is walking sad,TRUE,child
23,18,parent,director,C1,2,8,adult-child,This one's bowing down,TRUE,parent
23,19,child,director,K1,2,8,adult-child,This one has like a dog tail,TRUE,child
23,19,parent,matcher,K1,2,8,adult-child,It does look like a tail,TRUE,child
23,20,parent,director,F1,2,8,adult-child,"this one, it's not the one with a tail, he looks just like very crazy",TRUE,parent
23,21,parent,director,I1,3,8,adult-child,This one is holding a bowl,TRUE,parent
23,22,child,director,C1,3,8,adult-child,This one's bowing down,TRUE,child
23,23,parent,director,B1,3,8,adult-child,This one's sad walking,TRUE,parent
23,24,child,director,F1,3,8,adult-child,this one's jumping like he's crazy,TRUE,child
23,24,parent,matcher,F1,3,8,adult-child,he's crazy,TRUE,child
23,25,parent,director,E1,3,8,adult-child,this one is jumping with his arms out,TRUE,parent
23,26,child,director,G1,3,8,adult-child,this one's in a round,TRUE,child
23,27,parent,director,K1,3,8,adult-child,this is that one that has a tail,TRUE,parent
23,28,child,director,D1,3,8,adult-child,this one's laying on the bed,TRUE,child
23,29,parent,director,H1,3,8,adult-child,this one is staying and holding a bowl,TRUE,parent
23,30,child,director,A1,3,8,adult-child,this one's skipping,TRUE,child
23,31,child,director,K1,4,8,adult-child,this one's bowing down,TRUE,child
23,32,parent,director,D1,4,8,adult-child,this one's laying down,TRUE,parent
23,33,child,director,I1,4,8,adult-child,this one has a bowl,TRUE,child
23,34,parent,director,F1,4,8,adult-child,this one's crazy pose,TRUE,parent
23,35,child,director,H1,4,8,adult-child,this one has a bowl,TRUE,child
23,36,parent,director,G1,4,8,adult-child,this one's sitting down,TRUE,parent
23,37,child,director,E1,4,8,adult-child,this one jumps in the air,TRUE,child
23,38,parent,director,C1,4,8,adult-child,this one's bowing down,TRUE,parent
23,39,child,director,B1,4,8,adult-child,this one's walking sad,TRUE,child
23,40,parent,director,A1,4,8,adult-child,it's kinda skipping,TRUE,parent
25,1,child,matcher,K1,1,4,adult-child,it's got a triangle oh a dog?,TRUE,parent
25,1,parent,director,K1,1,4,adult-child,"So to me this looks kind of like a dog standing up on its back legs and the head looks kind of like an arrow, and it does not look so much like a person running And it has, kind of, it has some long pieces and some triangles, and at the very top it has an arrow that's going diagonally, and the arrow is a square and a triangle Like if you're drawing an aeroplane or something, and the it kinda looks like it has a tail at the back? and then an arm sticking out front And it's big okay, so it starts out - look at the bottom: it has kind of like a triangle attached to a rectangle, and then the rectangle goes up And it kinda looks like it goes straight up and a little diagonal, and it has a triangle sticking out at the bottom going sideways, and on the other side sticking the other direction it's like maybe some arms coming out I think it kinda looks like a dog",TRUE,parent
25,2,child,director,E1,1,4,adult-child,"it kinda looks like a diamond at the top, a triangle here, a triangle going down, triangle going up, one triangle, two triangles and then triangles and it, is has, it has a pointy on its side the bottom part of",TRUE,child
25,2,parent,matcher,E1,1,4,adult-child,it has a pointy thing on the side of it?,TRUE,child
25,3,child,matcher,F1,1,4,adult-child,"dancing, a box on its head?",TRUE,parent
25,3,parent,director,F1,1,4,adult-child,"so, kinda like someone who's having fun it looks like someone who's having fun, not someone who's just sitting there being bored, someone kind of active, maybe jumping? and the legs are kind of far apart And the head is kind of sticking up so, it looks like the person is kind of joyful, almost, dancing! it looks like it's dancing and it looks like the arm is sticking up into the sky and it looks like there are two feet on the ground, the feet are triangles, he has two triangle feet it's head does look like a box",TRUE,parent
25,4,child,director,B1,1,4,adult-child,it looks like someone walking with their head down and box,TRUE,child
25,4,parent,matcher,B1,1,4,adult-child,someone's walking with their head down?,TRUE,child
25,5,child,matcher,A1,1,4,adult-child,NA,TRUE,parent
25,5,parent,director,A1,1,4,adult-child,this one looks like someone is standing up and marching,TRUE,parent
25,6,child,director,C1,1,4,adult-child,this looks like a cat and walking with their head down,TRUE,child
25,6,parent,matcher,C1,1,4,adult-child,a cat?,TRUE,child
25,7,child,matcher,D1,1,4,adult-child,NA,TRUE,parent
25,7,parent,director,D1,1,4,adult-child,like someone who is lying down on the ground and maybe reading a book,TRUE,parent
25,8,child,director,H1,1,4,adult-child,"this looks like someone is standing up, this looks like they're reading a book, and",TRUE,child
25,9,parent,director,I1,1,4,adult-child,"like someone is holding a bowl of soup about to serve it to someone, they're about to serve the soup to someone",TRUE,parent
25,10,child,director,G1,1,4,adult-child,"this looks like someone sitting, and their arms, their arms, are like, this so their arms, are like, they they they have, they have, a in the box",TRUE,child
25,10,parent,matcher,G1,1,4,adult-child,NA,TRUE,child
25,11,child,director,F1,2,4,adult-child,"a triangle on top, another triangle, and then it has another triangle, and the arm is a triangle, and triangle, triangle",FALSE,child
25,12,parent,director,C1,2,4,adult-child,"like someone is sort of kneeling on the ground like, or when used to pray? at daycare? and she would pray and kneel on the ground on her rug, this kinda looks like that to me, someone's kneeling to pray",TRUE,parent
25,13,child,director,K1,2,4,adult-child,"this looks like the two-headed and um doing this with his arms, oh and it's got a tail in the back, and and a triangle",TRUE,child
25,13,parent,matcher,K1,2,4,adult-child,NA,TRUE,child
25,14,child,matcher,G1,2,4,adult-child,a girl?,TRUE,parent
25,14,parent,director,G1,2,4,adult-child,"like someone is sitting on a chair, sitting very straight up, and it looks like maybe they are wearing a dress, they're facing forward it could be a girl wearing a dress",TRUE,parent
25,15,child,director,A1,2,4,adult-child,"this is like somebody is running, and he has a triangle and another triangle",TRUE,child
25,16,parent,director,H1,2,4,adult-child,"like the person is standing very still and holding an upside down hat like he used to wear, like a magician wears",TRUE,parent
25,17,child,director,D1,2,4,adult-child,"this one looks like, like lying down and and reading a book",TRUE,child
25,18,parent,director,B1,2,4,adult-child,"like a person standing and walking and a little bit sad, cause their head is down",TRUE,parent
25,19,child,director,I1,2,4,adult-child,"this is a, this is a person that looks, this looks like a person giving up some pie, that someone",TRUE,child
25,20,parent,director,E1,2,4,adult-child,"like someone who's jumping for joy and dancing because they're happy and they're, they have two feet, and the feet are sort of parallel to each other, and but one's higher than the, right above the other, cause they're jumping, and their arms are up like an angel's arms",TRUE,parent
25,21,child,matcher,A1,3,4,adult-child,NA,TRUE,parent
25,21,parent,director,A1,3,4,adult-child,"someone who's walking and marching forward someone's marching and one of their legs is sticking out and the other leg is on the ground it looks like someone's, someone is marching, they have one leg down, one leg sticking out, and there's a triangle sticking out above the leg",TRUE,parent
25,22,child,director,C1,3,4,adult-child,"this is laying down with their head going like, and their going like this",TRUE,child
25,23,child,matcher,I1,3,4,adult-child,"the pasta like this, and going like this",TRUE,parent
25,23,parent,director,I1,3,4,adult-child,"this looks like someone is serving a bowl of pasta to a person they're holding out a bowl that looks like a triangle, and they're a little stooped down, because they're going to serve",TRUE,parent
25,24,child,director,E1,3,4,adult-child,it looks like someone with their arms sticking out and the at the top,TRUE,child
25,25,parent,director,F1,3,4,adult-child,"like a person, there are two triangles which look like feet, and the triangles are both touching the ground, but one's a little bit higher than the other but they're both on the ground, and then it kinda looks like their head is a square that's a little bit diagonal, and it looks kinda like a, at least one arm, going up to the sky",TRUE,parent
25,26,child,director,B1,3,4,adult-child,"so someone walking, and they have a body, and and they have a it's a diamond head and triangle feet, and",TRUE,child
25,26,parent,matcher,B1,3,4,adult-child,NA,TRUE,child
25,27,parent,director,K1,3,4,adult-child,"this one looks like, it's a, the head is a square that's wearing a triangle hat if the head is a square, then it's wearing a triangle hat and it, it has its feet on the ground kinda leaning forward and to me it almost looks like a dog the triangle sticking out of its bottom",TRUE,parent
25,28,child,director,G1,3,4,adult-child,i have a person sitting on a chair with their head down and triangle feet and they,TRUE,child
25,29,parent,director,D1,3,4,adult-child,"like someone who is lying on the ground on their ty reading a book or something, and they have one foot sticking up in the air",TRUE,parent
25,30,child,director,H1,3,4,adult-child,a person is holding a hat and they have a diamond head,TRUE,child
25,31,child,director,F1,4,4,adult-child,"triangle a triangle like an arm, sticking up",TRUE,child
25,31,parent,matcher,F1,4,4,adult-child,NA,TRUE,child
25,32,parent,director,G1,4,4,adult-child,"like somebody who's sitting on a little chair or bench or stool, and it looks like it's wearing a skirt, her head is facing down a little bit, looks like she's sitting very still",TRUE,parent
25,33,child,director,D1,4,4,adult-child,i have a person on their ty and reading a book,TRUE,child
25,34,parent,director,H1,4,4,adult-child,"like a person who's holding an upside down hat, like used to wear",TRUE,parent
25,35,child,director,A1,4,4,adult-child,"it's a diamond head, and a triangle and triangle, and a",TRUE,child
25,36,parent,director,C1,4,4,adult-child,"to me this looks like someone kneeling down to pray, like used to",TRUE,parent
25,37,child,director,I1,4,4,adult-child,i have someone giving you some soup,TRUE,child
