subid,trial,person,role,target,rep_num,age,experiment,utterance,correct
14,19,child,director,C1,2,8,adult-child,pick the one that's like a dome,TRUE
14,20,parent,director,A1,2,8,adult-child,pick the one that looks like it's a person running,TRUE
14,21,parent,director,D1,3,8,adult-child,pick the one that looks like a racecar,TRUE
14,22,child,director,E1,3,8,adult-child,pick the one that looks like flying,TRUE
14,23,parent,director,H1,3,8,adult-child,pick the one that looks like a pastor,TRUE
14,24,child,director,G1,3,8,adult-child,pick the one that looks like sitting,TRUE
14,25,parent,director,K1,3,8,adult-child,pick the one that looks like it's a person bending over,TRUE
14,26,child,director,F1,3,8,adult-child,pick the one that looks like it xxx,TRUE
14,27,parent,director,C1,3,8,adult-child,pick the one that looks like it's a person bowing,TRUE
14,28,child,director,A1,3,8,adult-child,pick the one that's jogging,TRUE
14,29,parent,director,I1,3,8,adult-child,pick the one that looks like a waiter,TRUE
14,30,child,director,B1,3,8,adult-child,the one that looks like it's running,TRUE
14,31,child,director,H1,4,8,adult-child,pick the one that's like a pastor,TRUE
14,32,parent,director,G1,4,8,adult-child,pick the one that's like kneeling and sitting in a seat,TRUE
14,33,child,director,D1,4,8,adult-child,pick the one that looks like racecar,TRUE
14,34,parent,director,F1,4,8,adult-child,pick the one that's like they're running,TRUE
14,35,child,director,C1,4,8,adult-child,pick the one that's like a dome,TRUE
14,36,parent,director,A1,4,8,adult-child,pick the one that looks like they're running,TRUE
14,37,child,director,I1,4,8,adult-child,pick the one that's like a server,TRUE
14,38,parent,director,E1,4,8,adult-child,pick the one that looks like jumping,FALSE
14,39,child,director,K1,4,8,adult-child,pick the one that looks like it's like it's serving,TRUE
14,39,parent,matcher,K1,4,8,adult-child,can you tell me?,TRUE
14,40,parent,director,B1,4,8,adult-child,pick the person who looks like they're walking,TRUE
15,1,parent,director,H1,1,4,adult-child,"Oh yyy, I want you to pick the one that's standing up",TRUE
15,2,child,director,A1,1,4,adult-child,the one that's standing still,FALSE
15,2,parent,matcher,A1,1,4,adult-child,"Okay, you tell me, is it the one that's running, or the one that's standing still? okay",FALSE
15,3,child,matcher,G1,1,4,adult-child,this one?,TRUE
15,3,parent,director,G1,1,4,adult-child,"I want you to pick the one that's... don't pick the one that's laying down, pick the one that's standing up",TRUE
15,4,child,director,K1,1,4,adult-child,this one the one that's walking,FALSE
15,4,parent,matcher,K1,1,4,adult-child,the one that's walking or the one that's standing?,FALSE
15,5,child,matcher,I1,1,4,adult-child,okay,TRUE
15,5,parent,director,I1,1,4,adult-child,"okay, pick the one that's standing still",TRUE
15,6,child,director,E1,1,4,adult-child,walking,FALSE
15,6,parent,matcher,E1,1,4,adult-child,should I pick the one that's jumping or walking?,FALSE
15,7,parent,director,B1,1,4,adult-child,Pick the one that's walking,TRUE
15,8,child,director,F1,1,4,adult-child,the one that's jumping up,TRUE
15,8,parent,matcher,F1,1,4,adult-child,"the one that's bend, that's kneeling down, or the one that's jumping up?",TRUE
15,9,child,matcher,C1,1,4,adult-child,"Okay, this one?",TRUE
15,9,parent,director,C1,1,4,adult-child,pick the one that's bending down the one with his head down,TRUE
15,10,child,director,D1,1,4,adult-child,"The one that's jumping up. You can pick jump up or lying down okay? You have to pick one of these, and you've got to pick this one the one laying down",TRUE
15,10,parent,matcher,D1,1,4,adult-child,"Okay, the one lying down or the one jumping up? which one is in the square? right. but I don't know which one it is, you have to tell me what's in the blue square",TRUE
15,11,child,director,B1,2,4,adult-child,the one that's standing up Yeah,FALSE
15,11,parent,matcher,B1,2,4,adult-child,Ok he's not walking,FALSE
15,12,child,matcher,K1,2,4,adult-child,this one?,TRUE
15,12,parent,director,K1,2,4,adult-child,I want you to pick the one that's standing Yeah,TRUE
15,13,child,director,G1,2,4,adult-child,you just pick the one in the square. the square this one no hat,TRUE
15,13,parent,matcher,G1,2,4,adult-child,which one do I pick? the one that has his arms out? or the one that's kneeling In the square does it have a hat? is it the one with the hat or no?,TRUE
15,14,parent,director,E1,2,4,adult-child,you should pick the one that's jumping,TRUE
15,15,child,director,C1,2,4,adult-child,kneeling down,TRUE
15,15,parent,matcher,C1,2,4,adult-child,should I pick the one that's walking or the one that's kneeling down?,TRUE
15,16,parent,director,A1,2,4,adult-child,I want you to pick the one that's walking,TRUE
15,17,child,director,I1,2,4,adult-child,do the one that's standing still yeah,TRUE
15,17,parent,matcher,I1,2,4,adult-child,Ok the one that's holding the triangle?,TRUE
15,18,parent,director,F1,2,4,adult-child,"I want you to pick the one, watch, doing this",FALSE
15,19,child,director,H1,2,4,adult-child,"you can pick this one or this one, but this is the one you got to pick standing still",TRUE
15,19,parent,matcher,H1,2,4,adult-child,do I pick the one that's walking? which one is in your square? i can't see it is it walking? or is it standing still,TRUE
15,20,parent,director,D1,2,4,adult-child,I want you to pick the one that's laying down,TRUE
15,21,child,matcher,G1,3,4,adult-child,OK this one?,TRUE
15,21,parent,director,G1,3,4,adult-child,"I want you to pick the one that's kneeling, not the one that's jumping the one that's kneeling, not this one that's jumping, the one that's kneeling",TRUE
15,22,child,director,K1,3,4,adult-child,"um, the hat",TRUE
15,22,parent,matcher,K1,3,4,adult-child,the one wearing the hat?,TRUE
15,23,parent,director,B1,3,4,adult-child,pick the one that's walking,TRUE
15,24,child,director,E1,3,4,adult-child,"um, it has a square so you should do the square the one that's jumping",TRUE
15,24,parent,matcher,E1,3,4,adult-child,the one that's jumping? or the one that's walking,TRUE
15,25,child,matcher,H1,3,4,adult-child,but then this is standing still but pretend the jumping one is standing still I don't have a blue square,TRUE
15,25,parent,director,H1,3,4,adult-child,"pick the one that's standing still don't pick the jumping one No, you gotta pick the one that's in the blue square right, only I do, I have to help you pick the right one",TRUE
15,26,child,director,A1,3,4,adult-child,"the guy that looks like, the walking okay?",TRUE
15,27,parent,director,I1,3,4,adult-child,I want you to pick the one that's holding a triangle,TRUE
15,28,child,director,F1,3,4,adult-child,"this one, it's kneeling on the ground",FALSE
15,28,parent,matcher,F1,3,4,adult-child,which one do I pick? the one that's walking with the arm? or the one that's kneeling,FALSE
15,29,child,matcher,C1,3,4,adult-child,head down?,TRUE
15,29,parent,director,C1,3,4,adult-child,I want you to do the one with the head down,TRUE
15,30,child,director,D1,3,4,adult-child,the one laying down. can I push this too?,TRUE
15,30,parent,matcher,D1,3,4,adult-child,"which one should I pick? the one that's laying down? or the one walking yeah, but it won't work, it only works if I push it.",TRUE
15,31,child,director,I1,4,4,adult-child,the one that's holding the triangle,TRUE
15,31,parent,matcher,I1,4,4,adult-child,the jumper? or the one that's holding the triangle,TRUE
15,32,parent,director,E1,4,4,adult-child,now I want you to pick the one that's jumping,TRUE
15,33,child,director,H1,4,4,adult-child,you should pick this one he's standing still,TRUE
15,33,parent,matcher,H1,4,4,adult-child,"you have to tell me, what's he doing? is he laying down, or is he holding and standing still",TRUE
15,34,child,matcher,F1,4,4,adult-child,this one? this one?,TRUE
15,34,parent,director,F1,4,4,adult-child,"I want you to pick the one that has his hands in the air the one that's standing up I dont' know, I can't see your screen. Don't pick the one that's just walking, pick the one that's excited",TRUE
15,35,child,director,B1,4,4,adult-child,this one with the hat,FALSE
15,36,child,matcher,K1,4,4,adult-child,why you wanna me now,TRUE
15,36,parent,director,K1,4,4,adult-child,I want you to pick the guy with the hat,TRUE
15,37,child,director,G1,4,4,adult-child,you pick the one that's in the square the one that's laying down on the floor,FALSE
15,37,parent,matcher,G1,4,4,adult-child,which one's in the square? I don't know I can't see,FALSE
15,38,child,matcher,D1,4,4,adult-child,Okay,TRUE
15,38,parent,director,D1,4,4,adult-child,i want you to pick the one that's laying down on the floor,TRUE
15,39,child,director,C1,4,4,adult-child,"um, the one that's laying down on the floor in a square",TRUE
15,40,parent,director,A1,4,4,adult-child,I want you to pick the one that's walking,TRUE
16,1,child,matcher,E1,1,4,adult-child,Uh which one that is,TRUE
16,1,parent,director,E1,1,4,adult-child,It looks like a person jumping Um it's got a diamond head and triangle,TRUE
16,2,child,director,D1,1,4,adult-child,It looks like That Um it looks like there's a triangle top square top No I mean square top not a triangle one Yeah,FALSE
16,2,parent,matcher,D1,1,4,adult-child,I can't see your pictures can you tell me what it looks like A triangle top and a square top Are they together,FALSE
16,3,parent,director,G1,1,4,adult-child,OK this one looks like A rocketship with a square on top,TRUE
16,4,child,director,K1,1,4,adult-child,It looks like airplane with a triangle on top No It's different,FALSE
16,4,parent,matcher,K1,1,4,adult-child,Is it like the last one that you did No It's different zzz,FALSE
16,5,child,matcher,F1,1,4,adult-child,This one Yeah,TRUE
16,5,parent,director,F1,1,4,adult-child,It's the one from last time Is that the one from last time OK,TRUE
16,6,child,director,A1,1,4,adult-child,It looks like a person dancing,TRUE
16,6,parent,matcher,A1,1,4,adult-child,Oh,TRUE
16,7,parent,director,I1,1,4,adult-child,This looks like somebody holding a triangle,TRUE
16,8,child,director,H1,1,4,adult-child,This looks like somebody Has a diamond head on top Yeah,TRUE
16,8,parent,matcher,H1,1,4,adult-child,A diamond head on top,TRUE
16,9,parent,director,B1,1,4,adult-child,This looks like somebody Looking at the ground and walking,TRUE
16,10,child,director,C1,1,4,adult-child,The the zzz the zzz was like a square on that for example feet walking Um it's legs and feet that's walking and the square Um it's like this earthquake it's legs and a feet,FALSE
16,10,parent,matcher,C1,1,4,adult-child,Is it this isn't look like somebody kneeling on the ground like they're crawling on the ground or like they're jumping in the air OK,FALSE
16,11,child,director,B1,2,4,adult-child,It looks like someone looking at the ground And walking,TRUE
16,12,parent,director,H1,2,4,adult-child,This looks like a man with a diamond head,FALSE
16,13,child,director,F1,2,4,adult-child,This looks like somebody holding his arm in the air Yeah,TRUE
16,13,parent,matcher,F1,2,4,adult-child,Holding his arm in the air,TRUE
16,14,parent,director,D1,2,4,adult-child,This looks like an airplane with a square on top,TRUE
16,15,child,director,E1,2,4,adult-child,This looks like somebody like Like this Triangle arms triangle feet And a diamond head,FALSE
16,15,parent,matcher,E1,2,4,adult-child,Do they have uh Triangle arms triangle feet A diamond head,FALSE
16,16,child,matcher,C1,2,4,adult-child,That look no with no a no more pause of a body,TRUE
16,16,parent,director,C1,2,4,adult-child,This looks like somebody crawling around on the ground Right,TRUE
16,17,child,director,G1,2,4,adult-child,This looks like somebody had a square head and hat Yeah,TRUE
16,17,parent,matcher,G1,2,4,adult-child,A square head and hat,TRUE
16,18,parent,director,K1,2,4,adult-child,This one looks like a dog that jumped up He's got a little triangle tail,TRUE
16,19,child,director,I1,2,4,adult-child,zzz it's this person somebody holding a triangle Yeah,TRUE
16,19,parent,matcher,I1,2,4,adult-child,Holding a triangle,TRUE
16,20,parent,director,A1,2,4,adult-child,This looks like a person running with a diamond head,TRUE
16,21,parent,director,F1,3,4,adult-child,This looks like somebody Who has triangle feet and a square head and holding their arms in the air,TRUE
16,22,child,director,A1,3,4,adult-child,This looks like somebody running with a diamond head,TRUE
16,23,parent,director,I1,3,4,adult-child,This is somebody holding a triangle,TRUE
16,24,child,director,K1,3,4,adult-child,This is some a dog jumping in the in the air,TRUE
16,25,parent,director,G1,3,4,adult-child,This is like a rocketship touching a square,TRUE
16,26,child,director,H1,3,4,adult-child,This looks like somebody standing on the foots with a diamond head Both feet,TRUE
16,26,parent,matcher,H1,3,4,adult-child,Mmm Are they standing on both feet or just one foot,TRUE
16,27,parent,director,E1,3,4,adult-child,This is Somebody with a diamond head who looks like they're jumping in the air,TRUE
16,28,child,director,C1,3,4,adult-child,This looks like somebody with their feet and legs and zzz square Yeah,TRUE
16,28,parent,matcher,C1,3,4,adult-child,Are they on the ground,TRUE
16,29,parent,director,B1,3,4,adult-child,This one looks like a person with a square head looking at the ground standing,TRUE
16,30,child,director,D1,3,4,adult-child,This looks like somebody crawling on the ground Yeah,TRUE
16,30,parent,matcher,D1,3,4,adult-child,Crawling on the ground,TRUE
16,31,child,director,E1,4,4,adult-child,This looks like somebody jumped like jumping in the air,TRUE
16,32,parent,director,D1,4,4,adult-child,This looks like uh an airplane with a square on top,TRUE
16,33,child,director,I1,4,4,adult-child,This looks like somebody holding a triangle,TRUE
16,34,parent,director,A1,4,4,adult-child,This is somebody with a diamond head running,TRUE
16,35,child,director,G1,4,4,adult-child,This looks like some a rocketship touching a square,TRUE
16,36,child,matcher,C1,4,4,adult-child,Um I don't know that No No I have somebody like with feet on legs and with a square and a diamond head And legs with a square,TRUE
16,36,parent,director,C1,4,4,adult-child,This looks like a person crawling on the ground You don't have a person crawling on the ground Does he have a square head Mmm What do you have OK so you have somebody with a diamond head and then somebody with feet OK um the the one that looks like it's just uh legs and feet and a square that one,TRUE
16,37,child,director,F1,4,4,adult-child,This looks like someone wanted to its arms in the air of the square head with triangle feet,TRUE
16,38,parent,director,H1,4,4,adult-child,This looks like a person with a diamond head,TRUE
16,39,child,director,B1,4,4,adult-child,This This is the one guy looking at the ground sadly,TRUE
16,40,parent,director,K1,4,4,adult-child,This looks like a dog that's jumping up,TRUE
18,1,child,matcher,G1,1,4,adult-child,this one?,FALSE
18,1,parent,director,G1,1,4,adult-child,this looks like a person sitting. pick the one that's like a person sitting pick it!,FALSE
18,2,child,director,C1,1,4,adult-child,"um, sitting",FALSE
18,3,parent,director,F1,1,4,adult-child,this person looks like they've got their hands in the air,TRUE
18,4,child,director,K1,1,4,adult-child,"like, like putting one arm up",TRUE
18,5,parent,director,E1,1,4,adult-child,"this one looks like, um, they're jumping in the air",TRUE
18,6,child,director,D1,1,4,adult-child,"this one means he is, he is falling down",TRUE
18,7,parent,director,A1,1,4,adult-child,this one looks like they're running,TRUE
18,8,child,director,B1,1,4,adult-child,"this one means, it is walking",TRUE
18,9,parent,director,H1,1,4,adult-child,this one looks like he's sitting reading a book,TRUE
18,10,child,director,I1,1,4,adult-child,um this one's standing and reading a book,TRUE
18,11,child,director,H1,2,4,adult-child,it looks like he's standing reading a book again,TRUE
18,12,child,matcher,I1,2,4,adult-child,this one?,TRUE
18,12,parent,director,I1,2,4,adult-child,"this one looks like they're holding a plate, or a bowl",TRUE
18,13,child,director,A1,2,4,adult-child,this one thinks he is running,TRUE
18,14,parent,director,C1,2,4,adult-child,this one looks like they're bending down,TRUE
18,15,child,director,E1,2,4,adult-child,this one means he's jumping,TRUE
18,16,parent,director,D1,2,4,adult-child,this one looks like he's laying on the ground,TRUE
18,17,child,director,F1,2,4,adult-child,this one thinks he's running and chewing something,TRUE
18,17,parent,matcher,F1,2,4,adult-child,cool,TRUE
18,18,parent,director,K1,2,4,adult-child,this one looks like they're standing up and leaning over,TRUE
18,19,child,director,G1,2,4,adult-child,this one thinks he's just standing and wait,TRUE
18,20,parent,director,B1,2,4,adult-child,"this one looks like he's walking but he's sad, that his head is down",TRUE
18,21,parent,director,H1,3,4,adult-child,this one looks like standing holding something,TRUE
18,22,child,director,B1,3,4,adult-child,this one means he's walking and he's sad,TRUE
18,23,parent,director,A1,3,4,adult-child,this one looks like they're skipping,TRUE
18,24,child,director,I1,3,4,adult-child,look like he's standing and not doing nothing,TRUE
18,25,child,matcher,F1,3,4,adult-child,"this one, or this one?",TRUE
18,25,parent,director,F1,3,4,adult-child,"this one looks like their legs are split, and they're holding something up in the air you pick the one you think I'm telling you",TRUE
18,26,child,director,K1,3,4,adult-child,it looks like he is standing and bending,TRUE
18,26,parent,matcher,K1,3,4,adult-child,standing and bending?,TRUE
18,27,parent,director,G1,3,4,adult-child,this one looks like they're sitting in a chair,TRUE
18,28,child,director,C1,3,4,adult-child,this one thinks he's bending down,TRUE
18,29,parent,director,E1,3,4,adult-child,"hm, this one looks like they're jumping in the air",TRUE
18,30,child,director,D1,3,4,adult-child,this one thinks he's laying down,TRUE
18,31,child,director,E1,4,4,adult-child,"uh, jump yeah",TRUE
18,31,parent,matcher,E1,4,4,adult-child,jumping?,TRUE
18,32,parent,director,C1,4,4,adult-child,this one looks like they're kneeling on the floor,TRUE
18,33,child,director,F1,4,4,adult-child,"this one thinks he's running, and holding stuff in the air",TRUE
18,34,parent,director,K1,4,4,adult-child,this one looks like leaning over a counter,TRUE
18,35,child,director,H1,4,4,adult-child,he looks like he is standing,TRUE
18,36,parent,director,D1,4,4,adult-child,this one looks like he's laying on the floor reading a book,TRUE
18,37,child,director,A1,4,4,adult-child,this one thinks he's running yeah,TRUE
18,37,parent,matcher,A1,4,4,adult-child,running?,TRUE
18,38,parent,director,I1,4,4,adult-child,this one looks like they're holding a bowl,TRUE
18,39,child,director,G1,4,4,adult-child,"this thinks he is standing and, he, I think this one is sitting yeah",TRUE
18,39,parent,matcher,G1,4,4,adult-child,sitting?,TRUE
18,40,parent,director,B1,4,4,adult-child,this one looks like they're walking slowly and sad,TRUE
20,1,parent,director,B1,1,8,adult-child,"alright, this is my turn to describe it. so this looks like an image of someone walking with their head tilted down.",TRUE
20,2,child,director,C1,1,8,adult-child,"Um, someone doing a crawl pose.",TRUE
20,3,parent,director,D1,1,8,adult-child,this looks like someone who is lying on their stomach and reading a book,TRUE
20,4,child,director,E1,1,8,adult-child,it looks like someone flying,TRUE
20,5,parent,director,A1,1,8,adult-child,this looks like someone who is running,TRUE
20,6,child,director,I1,1,8,adult-child,this looks like someone holding a bowl,TRUE
20,7,parent,director,K1,1,8,adult-child,"alright, this looks like someone bending at their hips, offering something to someone",TRUE
20,8,child,director,G1,1,8,adult-child,this picture has a square for a head. it has a square on the bottom of the picture. heads. and there's a square kind of connecting to the triangle. it has a square head and it looks like they're sitting on a bench,TRUE
20,8,parent,matcher,G1,1,8,adult-child,"alright, so the images i'm seeing, both of them have square heads so what's on the xxx when you're looking at it? what does it look like?",TRUE
20,9,parent,director,H1,1,8,adult-child,"this looks like someone standing still, holding out their arms, offering something",TRUE
20,10,child,director,F1,1,8,adult-child,this looks like someone doing the splits it looks like someone doing the splits! it has two little triangles for feet. they're going like this (gestures arms outward),TRUE
20,10,parent,matcher,F1,1,8,adult-child,can you give me more? descriptive? and what do they do with their arms?,TRUE
20,11,child,director,B1,2,8,adult-child,someone walking somberly,TRUE
20,11,parent,matcher,B1,2,8,adult-child,someone walking somberly?,TRUE
20,12,parent,director,C1,2,8,adult-child,"ok, this looks like someone who is doing childs' pose",TRUE
20,13,child,director,H1,2,8,adult-child,looks like someone preaching at church,TRUE
20,14,parent,director,F1,2,8,adult-child,this looks like someone who is doing a dance and throwing her arms up in the air and throwing her head back,TRUE
20,15,child,director,A1,2,8,adult-child,"this looks like someone with a weird, crooked leg Someone with a crooked leg, that's on the floor!",FALSE
20,15,parent,matcher,A1,2,8,adult-child,"are they lying down, or running?",FALSE
20,16,parent,director,I1,2,8,adult-child,"this looks like a man bending over, offering something",TRUE
20,17,child,director,K1,2,8,adult-child,this looks like there's a triangle on the top of the picture he has a big butt,TRUE
20,17,parent,matcher,K1,2,8,adult-child,what else is the person doing?,TRUE
20,18,parent,director,E1,2,8,adult-child,"this looks like someone who is jumping in the air, for joy",TRUE
20,19,child,director,D1,2,8,adult-child,this looks like someone who is melting melted. what happens when you get melted?,TRUE
20,19,parent,matcher,D1,2,8,adult-child,melted onto the ground?,TRUE
20,20,parent,director,G1,2,8,adult-child,this looks like someone praying. kneeling down and praying.,TRUE
20,21,parent,director,D1,3,8,adult-child,this looks like someone who's lying down,TRUE
20,22,child,director,I1,3,8,adult-child,this looks like someone with a triangle bowl,TRUE
20,23,parent,director,K1,3,8,adult-child,this looks like someone this looks like someone who is subservient and has a pointy bottom,TRUE
20,24,child,director,F1,3,8,adult-child,fun,TRUE
20,24,parent,matcher,F1,3,8,adult-child,fun?,TRUE
20,25,parent,director,A1,3,8,adult-child,um. running,TRUE
20,26,child,director,E1,3,8,adult-child,fly,TRUE
20,27,parent,director,H1,3,8,adult-child,preaching,TRUE
20,28,child,director,C1,3,8,adult-child,childs',TRUE
20,29,parent,director,B1,3,8,adult-child,sad,TRUE
20,30,child,director,G1,3,8,adult-child,"Oh, bench",TRUE
20,31,child,director,H1,4,8,adult-child,preach,TRUE
20,32,parent,director,G1,4,8,adult-child,pray,TRUE
20,33,child,director,A1,4,8,adult-child,run,TRUE
20,34,parent,director,F1,4,8,adult-child,dance,TRUE
20,35,child,director,K1,4,8,adult-child,butt,TRUE
20,36,parent,director,I1,4,8,adult-child,serve,TRUE
20,37,child,director,B1,4,8,adult-child,sorrow,TRUE
20,38,parent,director,E1,4,8,adult-child,gleeful,TRUE
20,39,child,director,D1,4,8,adult-child,melt his book is xxx and he's trying to find it! look momma,TRUE
20,39,parent,matcher,D1,4,8,adult-child,he looks like he's reading a book,TRUE
20,40,parent,director,C1,4,8,adult-child,"umm, yoga pose.",TRUE
21,1,parent,director,E1,1,8,adult-child,"Okay, the man that's looking like he's leaping in the air",TRUE
21,2,child,director,B1,1,8,adult-child,A one that's bending over,FALSE
21,3,parent,director,I1,1,8,adult-child,A man who has a tray in his hand,TRUE
21,4,child,director,G1,1,8,adult-child,A one that's sitting down,TRUE
21,5,parent,director,D1,1,8,adult-child,A man- a person who's lying down and reading a book,TRUE
21,6,child,director,C1,1,8,adult-child,A person that's running,FALSE
21,7,child,matcher,H1,1,8,adult-child,Hmm,TRUE
21,7,parent,director,H1,1,8,adult-child,"A person who is praying Oh, um, praying like in a church, not at the mosque A person who looks like they're holding a book",TRUE
21,8,child,director,A1,1,8,adult-child,"The person that is, like, it's running",TRUE
21,9,parent,director,F1,1,8,adult-child,"A person who looks like their looking up, their pointing up to the sky",TRUE
21,10,child,director,K1,1,8,adult-child,"Uh, the one that's swimming swimming",FALSE
21,10,parent,matcher,K1,1,8,adult-child,Running?,FALSE
21,11,child,director,D1,2,8,adult-child,"Um, the one that has a book is praying",FALSE
21,11,parent,matcher,D1,2,8,adult-child,Do you have a box?,FALSE
21,12,parent,director,G1,2,8,adult-child,Person who's sitting down,TRUE
21,13,child,director,H1,2,8,adult-child,Person that's running,FALSE
21,14,parent,director,B1,2,8,adult-child,Person who is walking contemplatively thoughtfully,TRUE
21,15,child,director,I1,2,8,adult-child,One that's pointing up to the sky,FALSE
21,16,parent,director,A1,2,8,adult-child,"Uh, the one who is running",TRUE
21,17,child,director,F1,2,8,adult-child,The one that looks like a dog With the arrow,FALSE
21,18,parent,director,K1,2,8,adult-child,"Uh, the one who looks like they're bending over and leaning on something, not running",FALSE
21,19,child,director,E1,2,8,adult-child,"Okay, um, the one that's jumping up",TRUE
21,20,parent,director,C1,2,8,adult-child,The one who is bending over touching the ground,TRUE
21,21,parent,director,I1,3,8,adult-child,"Man holding a tray, a man holding a tray",TRUE
21,22,child,director,B1,3,8,adult-child,"Uh, person that's sadly walking",TRUE
21,23,parent,director,E1,3,8,adult-child,A person who's leaping into the air,TRUE
21,24,child,director,G1,3,8,adult-child,Person that's sitting,TRUE
21,25,parent,director,F1,3,8,adult-child,A person who's pointing up to the sky,TRUE
21,26,child,director,C1,3,8,adult-child,A person that's bending,TRUE
21,27,parent,director,D1,3,8,adult-child,A person who is lying down and reading a book,TRUE
21,28,child,director,A1,3,8,adult-child,A person holding a tray,FALSE
21,29,parent,director,H1,3,8,adult-child,A person who is holding a book,TRUE
21,30,parent,matcher,K1,3,8,adult-child,"A person who's, I mean the dog",TRUE
21,31,child,director,H1,4,8,adult-child,"Um, the one who's bending over",FALSE
21,32,parent,director,B1,4,8,adult-child,The one who's walking slowly sadly,TRUE
21,33,child,director,D1,4,8,adult-child,The one that's running,FALSE
21,34,parent,director,A1,4,8,adult-child,One who's running,TRUE
21,35,child,director,F1,4,8,adult-child,The one that's leaping up into the sky,TRUE
21,36,parent,director,G1,4,8,adult-child,The one who is sitting Like looking down,TRUE
21,37,child,director,E1,4,8,adult-child,The one that's running,FALSE
21,38,child,matcher,K1,4,8,adult-child,Yeah!,TRUE
21,38,parent,director,K1,4,8,adult-child,"The one who looks like, you call it a dog Go ahead",TRUE
21,39,child,director,I1,4,8,adult-child,The one that has a tray,TRUE
21,39,parent,matcher,I1,4,8,adult-child,Your turn,TRUE
21,40,child,matcher,C1,4,8,adult-child,Both of them are bent over,TRUE
21,40,parent,director,C1,4,8,adult-child,the one who is bent over bent over on the ground,TRUE
23,1,parent,director,K1,1,8,adult-child,"it's like the skinniest one, kinda looks like a man holding out his hand",TRUE
23,2,child,director,C1,1,8,adult-child,"looks like someone bowing, bending",TRUE
23,3,parent,director,E1,1,8,adult-child,"this looks like, kind of like someone jumping up flying",TRUE
23,4,child,director,A1,1,8,adult-child,this time he's like walking with his head in his hands,TRUE
23,5,parent,director,B1,1,8,adult-child,this is like somebody who's walking with his head down like he’s sad,TRUE
23,6,child,director,F1,1,8,adult-child,"it's someone running with like, their arms out",TRUE
23,7,parent,director,I1,1,8,adult-child,this one looks like somebody's holding a bowl,TRUE
23,8,child,director,D1,1,8,adult-child,zzz (inaudible due to cough),TRUE
23,9,parent,director,H1,1,8,adult-child,"this is somebody standing up, holding something",TRUE
23,10,child,director,G1,1,8,adult-child,"this is someone sitting and looking down, sad",TRUE
23,11,child,director,H1,2,8,adult-child,someone holding a bowl,TRUE
23,12,parent,director,D1,2,8,adult-child,this one is laying on the ground,TRUE
23,13,child,director,I1,2,8,adult-child,someone holding a bowl,TRUE
23,14,parent,director,A1,2,8,adult-child,"um this one's, well, you know, not holding anything and he's kind of skipping",TRUE
23,15,child,director,E1,2,8,adult-child,this one is jumping in the air,TRUE
23,16,parent,director,G1,2,8,adult-child,"this one is sitting down, looking down",TRUE
23,17,child,director,B1,2,8,adult-child,This one is walking sad,TRUE
23,18,parent,director,C1,2,8,adult-child,This one's bowing down,TRUE
23,19,child,director,K1,2,8,adult-child,This one has like a dog tail,TRUE
23,19,parent,matcher,K1,2,8,adult-child,It does look like a tail,TRUE
23,20,parent,director,F1,2,8,adult-child,"this one, yeah, it's not the one with a tail, he looks just like very crazy",TRUE
23,21,parent,director,I1,3,8,adult-child,This one is holding a bowl,TRUE
23,22,child,director,C1,3,8,adult-child,This one's bowing down,TRUE
23,23,parent,director,B1,3,8,adult-child,This one's sad walking,TRUE
23,24,child,director,F1,3,8,adult-child,"zzz, this one's jumping like he's crazy",TRUE
23,24,parent,matcher,F1,3,8,adult-child,he's crazy,TRUE
23,25,parent,director,E1,3,8,adult-child,"this one is um, jumping with his arms out",TRUE
23,26,child,director,G1,3,8,adult-child,this one's in a round zzz,TRUE
23,27,parent,director,K1,3,8,adult-child,this is that one that has a tail,TRUE
23,28,child,director,D1,3,8,adult-child,this one’s laying on the bed,TRUE
23,29,parent,director,H1,3,8,adult-child,this one is staying and holding a bowl,TRUE
23,30,child,director,A1,3,8,adult-child,this one's skipping,TRUE
23,31,child,director,K1,4,8,adult-child,this one's bowing down,TRUE
23,32,parent,director,D1,4,8,adult-child,this one's laying down,TRUE
23,33,child,director,I1,4,8,adult-child,this one has a bowl,TRUE
23,34,parent,director,F1,4,8,adult-child,this one's crazy pose,TRUE
23,35,child,director,H1,4,8,adult-child,this one has a bowl,TRUE
23,36,parent,director,G1,4,8,adult-child,this one's sitting down,TRUE
23,37,child,director,E1,4,8,adult-child,this one jumps in the air,TRUE
23,38,parent,director,C1,4,8,adult-child,this one's bowing down,TRUE
23,39,child,director,B1,4,8,adult-child,this one's walking sad,TRUE
23,40,parent,director,A1,4,8,adult-child,it's kinda skipping,TRUE
25,1,child,matcher,K1,1,4,adult-child,it's got a triangle on its oh a dog? this one,TRUE
